,input_file_name,gene_symbol,gene_name,reference_database_id,reference_database_version,reference_accession,analysis_software_name,analysis_software_version,sequence_identity,input_sequence_id,input_protein_start,input_protein_stop,input_gene_start,input_gene_stop,reference_protein_start,reference_protein_stop,reference_gene_start,reference_gene_stop,strand_orientation,coverage_depth,coverage_percentage,coverage_ratio,reference_gene_length,reference_protein_length,input_gene_length,input_protein_length,drug_class,antimicrobial_agent,resistance_mechanism,AMR Gene Family,Drug Class,Resistance Mechanism,accession_source,accession,drug_class_card,drug_class_ham,True_Positive,drugclass_new,true_positive
632,no,tet(A),tet(A),resfinder,db_v_1,AJ517790,resfinder 4,tool_v_1,100.0,NODE_712_length_4030_cov_63.121761,,,1740.0,2939.0,,,,,+,,100.0,,1200.0,,,,tetracyclineantibiotic,,,,,,,,tetracycline antibiotic,Tetracycline resistance,False,tetracycline,true_positive
633,no,tet(B),tet(B),resfinder,db_v_1,AF326777,resfinder 4,tool_v_1,100.0,NODE_735_length_3579_cov_62.336266,,,856.0,2061.0,,,,,-,,100.0,,1206.0,,,,tetracyclineantibiotic,,,,,,,,tetracycline antibiotic,Tetracycline resistance,False,tetracycline,true_positive
634,rgi_report,AAC(3)-IId,AAC(3),CARD,card_v1,3004623,rgi,rgi_v1,100.0,NODE_971_length_1351_cov_62.547068_1,,,91.0,951.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
635,rgi_report,AAC(3)-Ia,AAC(3),CARD,card_v1,3002528,rgi,rgi_v1,98.7,NODE_918_length_1662_cov_67.283136_1,,,42.0,575.0,,,,,+,,114.94,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
636,rgi_report,AAC(6')-Ib',AAC(6'),CARD,card_v1,3003676,rgi,rgi_v1,100.0,NODE_1593_length_123_cov_51.000000_1 ,,,3.0,122.0,,,,,-,,21.74,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
637,rgi_report,AAC(6')-Ib-cr,AAC(6'),CARD,card_v1,3002547,rgi,rgi_v1,100.0,NODE_1519_length_164_cov_102.853211_1 ,,,1.0,162.0,,,,,+,,27.14,,,,,,fluoroquinoloneantibiotic,,antibiotic inactivation,,,,,,,fluoroquinolone antibiotic; aminoglycoside antibiotic,False,quinolone,true_positive
637,rgi_report,AAC(6')-Ib-cr,AAC(6'),CARD,card_v1,3002547,rgi,rgi_v1,100.0,NODE_1519_length_164_cov_102.853211_1 ,,,1.0,162.0,,,,,+,,27.14,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,fluoroquinolone antibiotic; aminoglycoside antibiotic,False,aminoglycoside,true_positive
638,rgi_report,AAC(6')-Ib10,AAC(6'),CARD,card_v1,3002581,rgi,rgi_v1,100.0,NODE_1164_length_616_cov_317.882353_1,,,63.0,614.0,,,,,-,,90.15,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
639,rgi_report,AAC(6')-Ib7,AAC(6'),CARD,card_v1,3002578,rgi,rgi_v1,100.0,NODE_1794_length_88_cov_221.484848_1 ,,,3.0,86.0,,,,,-,,10.73,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
640,rgi_report,AAC(6')-Ic,AAC(6'),CARD,card_v1,3002549,rgi,rgi_v1,95.86,NODE_145_length_82875_cov_62.736114_43,,,52078.0,52518.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
641,rgi_report,ACT-25,ACT beta-lactamase,CARD,card_v1,3001845,rgi,rgi_v1,100.0,NODE_337_length_34911_cov_69.401681_13,,,13696.0,14841.0,,,,,+,,108.92,,,,,,carbapenem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;cephamycin;penam,carbapenem; cephalosporin; cephamycin; penam,False,carbapenem,unknown
641,rgi_report,ACT-25,ACT beta-lactamase,CARD,card_v1,3001845,rgi,rgi_v1,100.0,NODE_337_length_34911_cov_69.401681_13,,,13696.0,14841.0,,,,,+,,108.92,,,,,,cephalosporin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;cephamycin;penam,carbapenem; cephalosporin; cephamycin; penam,False,cephalosporin,true_positive
641,rgi_report,ACT-25,ACT beta-lactamase,CARD,card_v1,3001845,rgi,rgi_v1,100.0,NODE_337_length_34911_cov_69.401681_13,,,13696.0,14841.0,,,,,+,,108.92,,,,,,cephamycin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;cephamycin;penam,carbapenem; cephalosporin; cephamycin; penam,False,cephamycin,unknown
641,rgi_report,ACT-25,ACT beta-lactamase,CARD,card_v1,3001845,rgi,rgi_v1,100.0,NODE_337_length_34911_cov_69.401681_13,,,13696.0,14841.0,,,,,+,,108.92,,,,,,penam,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;cephamycin;penam,carbapenem; cephalosporin; cephamycin; penam,False,betalactam,true_positive
642,rgi_report,ADC-11,ADC beta-lactamase without carbapenemase activity,CARD,card_v1,3004615,rgi,rgi_v1,100.0,NODE_700_length_4415_cov_63.186009_4,,,3254.0,4405.0,,,,,-,,100.78,,,,,,cephalosporin,,antibiotic inactivation,,,,,,cephalosporin,cephalosporin,False,cephalosporin,true_positive
643,rgi_report,ANT(2'')-Ia,ANT(2''),CARD,card_v1,3000230,rgi,rgi_v1,100.0,NODE_1099_length_776_cov_58.104022_1,,,183.0,716.0,,,,,-,,111.3,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
644,rgi_report,ANT(3'')-IIa,ANT(3''),CARD,card_v1,3004089,rgi,rgi_v1,100.0,NODE_1125_length_693_cov_253.377743_1,,,3.0,692.0,,,,,-,,71.21,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
645,rgi_report,ANT(3'')-IIa,ANT(3''),CARD,card_v1,3004089,rgi,rgi_v1,100.0,NODE_1725_length_105_cov_65.000000_1 ,,,1.0,105.0,,,,,+,,10.84,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
646,rgi_report,ANT(3'')-IIc,ANT(3''),CARD,card_v1,3004091,rgi,rgi_v1,69.38,NODE_77_length_132322_cov_63.344099_88,,,95507.0,96295.0,,,,,+,,101.16,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
647,rgi_report,APH(3'')-Ib,APH(3''),CARD,card_v1,3002639,rgi,rgi_v1,99.25,NODE_910_length_1699_cov_115.144161_2,,,864.0,1697.0,,,,,-,,103.75,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
648,rgi_report,APH(3')-IIIa,APH(3'),CARD,card_v1,3002647,rgi,rgi_v1,100.0,NODE_758_length_3197_cov_63.627307_4,,,1392.0,2186.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
649,rgi_report,APH(3')-IIb,APH(3'),CARD,card_v1,3002645,rgi,rgi_v1,98.51,NODE_27_length_210538_cov_63.527487_93,,,106092.0,106898.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
650,rgi_report,APH(3')-Ia,APH(3'),CARD,card_v1,3002641,rgi,rgi_v1,100.0,NODE_1074_length_880_cov_188.310303_1,,,2.0,814.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
651,rgi_report,APH(3')-VIa,APH(3'),CARD,card_v1,3002652,rgi,rgi_v1,96.53,NODE_380_length_28321_cov_63.171443_3,,,1850.0,2629.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,,aminoglycoside antibiotic,False,aminoglycoside,true_positive
652,rgi_report,APH(6)-Id,APH(6),CARD,card_v1,3002660,rgi,rgi_v1,99.64,NODE_910_length_1699_cov_115.144161_1,,,28.0,858.0,,,,,-,,99.28,,,,,,aminoglycosideantibiotic,,antibiotic inactivation,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
653,rgi_report,Acinetobacter baumannii AbaF,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3004573,rgi,rgi_v1,100.0,NODE_150_length_79842_cov_63.110281_58,,,56539.0,57828.0,,,,,-,,100.0,,,,,,fosfomycin,,antibiotic efflux,,,,,,,fosfomycin,False,fosfomycin,unknown
654,rgi_report,Acinetobacter baumannii AbaQ,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3004574,rgi,rgi_v1,100.0,NODE_549_length_11685_cov_68.378418_11,,,9335.0,10639.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
655,rgi_report,Acinetobacter baumannii AmvA,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3004577,rgi,rgi_v1,98.98,NODE_100_length_107249_cov_63.352893_20,,,20344.0,21822.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; acridine dye,False,macrolide,true_positive
655,rgi_report,Acinetobacter baumannii AmvA,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3004577,rgi,rgi_v1,98.98,NODE_100_length_107249_cov_63.352893_20,,,20344.0,21822.0,,,,,+,,100.0,,,,,,acridinedye,,antibiotic efflux,,,,,,,macrolide antibiotic; acridine dye,False,acridine dye,unknown
656,rgi_report,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000499,rgi,rgi_v1,99.22,NODE_425_length_22304_cov_66.882871_8,,,8449.0,9606.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,quinolone,true_positive
656,rgi_report,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000499,rgi,rgi_v1,99.22,NODE_425_length_22304_cov_66.882871_8,,,8449.0,9606.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,cephalosporin,true_positive
656,rgi_report,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000499,rgi,rgi_v1,99.22,NODE_425_length_22304_cov_66.882871_8,,,8449.0,9606.0,,,,,-,,100.0,,,,,,cephamycin,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,cephamycin,unknown
656,rgi_report,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000499,rgi,rgi_v1,99.22,NODE_425_length_22304_cov_66.882871_8,,,8449.0,9606.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,betalactam,true_positive
657,rgi_report,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000502,rgi,rgi_v1,99.42,NODE_425_length_22304_cov_66.882871_7,,,5333.0,8437.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,cephalosporin,true_positive
657,rgi_report,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000502,rgi,rgi_v1,99.42,NODE_425_length_22304_cov_66.882871_7,,,5333.0,8437.0,,,,,-,,100.0,,,,,,cephamycin,,antibiotic efflux,,,,,,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,cephamycin,unknown
657,rgi_report,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000502,rgi,rgi_v1,99.42,NODE_425_length_22304_cov_66.882871_7,,,5333.0,8437.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,quinolone,true_positive
657,rgi_report,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000502,rgi,rgi_v1,99.42,NODE_425_length_22304_cov_66.882871_7,,,5333.0,8437.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,False,betalactam,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,quinolone,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,cephalosporin,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,glycylcycline,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,tetracycline,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,cephamycin,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,cephamycin,unknown
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,betalactam,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,tetracycline,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,rifamycinantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,rifamycin,unknown
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,phenicol,true_positive
658,rgi_report,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000656,rgi,rgi_v1,97.73,NODE_425_length_22304_cov_66.882871_9,,,10005.0,10667.0,,,,,+,,100.0,,,,,,triclosan,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan,False,triclosan,unknown
659,rgi_report,BRP(MBL),Bleomycin resistant protein,CARD,card_v1,3001205,rgi,rgi_v1,100.0,NODE_765_length_3143_cov_128.069301_4,,,1766.0,2131.0,,,,,-,,100.0,,,,,,glycopeptideantibiotic,,antibiotic inactivation,,,,,,glycopeptide antibiotic,glycopeptide antibiotic,False,glycopeptide,true_positive
660,rgi_report,Brucella suis mprF,defensin resistant mprF,CARD,card_v1,3003772,rgi,rgi_v1,100.0,NODE_531_length_13157_cov_63.472371_20 ,,,11645.0,11926.0,,,,,+,,10.57,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,,peptide antibiotic,False,peptide,unknown
661,rgi_report,CBP-1,CBP beta-lactamase,CARD,card_v1,3004764,rgi,rgi_v1,100.0,NODE_253_length_47657_cov_63.652326_7 ,,,7907.0,8131.0,,,,,+,,24.03,,,,,,penam,,antibiotic inactivation,,,,,,,penam,False,betalactam,true_positive
662,rgi_report,CMY-48,CMY beta-lactamase,CARD,card_v1,3002059,rgi,rgi_v1,100.0,NODE_441_length_21507_cov_65.008624_13,,,13755.0,14900.0,,,,,+,,100.0,,,,,,cephamycin,,antibiotic inactivation,,,,,,cephamycin,cephamycin,False,cephamycin,unknown
663,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_63_length_149138_cov_66.462192_29,,,23763.0,24395.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
663,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_63_length_149138_cov_66.462192_29,,,23763.0,24395.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
663,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_63_length_149138_cov_66.462192_29,,,23763.0,24395.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
664,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.52,NODE_66_length_145382_cov_66.686067_121,,,129806.0,130438.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
664,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.52,NODE_66_length_145382_cov_66.686067_121,,,129806.0,130438.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
664,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.52,NODE_66_length_145382_cov_66.686067_121,,,129806.0,130438.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
665,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_104_length_106032_cov_68.323825_80,,,90194.0,90826.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
665,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_104_length_106032_cov_68.323825_80,,,90194.0,90826.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
665,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_104_length_106032_cov_68.323825_80,,,90194.0,90826.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
666,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_129_length_91589_cov_69.122326_23,,,18638.0,19270.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
666,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_129_length_91589_cov_69.122326_23,,,18638.0,19270.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
666,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_129_length_91589_cov_69.122326_23,,,18638.0,19270.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
667,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_288_length_42148_cov_71.835626_29,,,24340.0,24972.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
667,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_288_length_42148_cov_71.835626_29,,,24340.0,24972.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
667,rgi_report,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000518,rgi,rgi_v1,99.05,NODE_288_length_42148_cov_71.835626_29,,,24340.0,24972.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
668,rgi_report,CTX-M-15,CTX-M beta-lactamase,CARD,card_v1,3001878,rgi,rgi_v1,100.0,NODE_959_length_1425_cov_127.207299_2,,,447.0,1322.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic inactivation,,,,,,cephalosporin,cephalosporin,False,cephalosporin,true_positive
669,rgi_report,ErmB,Erm 23S ribosomal RNA methyltransferase,CARD,card_v1,3000375,rgi,rgi_v1,97.96,NODE_710_length_4173_cov_64.692569_2,,,346.0,1083.0,,,,,+,,98.79,,,,,,lincosamideantibiotic,,antibiotic target alteration,,,,,,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic,False,lincosamide,true_positive
669,rgi_report,ErmB,Erm 23S ribosomal RNA methyltransferase,CARD,card_v1,3000375,rgi,rgi_v1,97.96,NODE_710_length_4173_cov_64.692569_2,,,346.0,1083.0,,,,,+,,98.79,,,,,,macrolideantibiotic,,antibiotic target alteration,,,,,,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic,False,macrolide,true_positive
